			10325	--
   51	 2613		  473	--
			 2293	--
   52	 3196		  474	--
			 2294	--
			 2588	--
   53	 6223		  476	--
   54	 5646		  477	--
   55	 6230		  478	--
   56	 5946		  479	--
   57	 9826		  480	--
			10186	--
   58	 9829		  483	--
			10194	--
   59	 9832		  484	--
			10332	--
   60	 9841		  485	--
			10330	--
   61	 9850		  486	--
			10333	--
   62	  487		 2296	--
			 2602	--
   63	  488		11529	--
			11687	--
   64	 1401		  741	--
   65	 5642		  742	--
   66	 7010		  743	--
   67	 1080		  744	--
   68	 4420		  745	--
   69	 9525		  746	--
   70	 5645		  747	--
			 1074	--
			 1391	--
			 1965	--
			 4112	--
			 5328	--
			 7007	--
			 7323	--
			 9507	--
   71	11305		  748	--
			 5044	--
   72	 3812		  749	--
			 1062	--
			 1386	--
			 1672	--
			 1964	--
			 4108	--
			 4414	--
			 4725	--
			 5627	--
			 6682	--
			 6996	--
			 7314	--
			 7636	--
			 7983	--
			 8287	--
   73	 4115		  750	--
   74	 5644		  751	--
   75	 6227		  752	--
   76	 1682		  753	--
   77	 1986		  754	--
   78	 5339		  755	--
   79	 3813		  756	--
   80	 9521		  757	--
   81	11780		  758	--
			 5037	--
   82	 5340		  759	--
			 1075	--
			 1378	--
			 1976	--
			 4100	--
			 5634	--
			 6998	--
			 7324	--
			 9508	--
   83	 3814		  761	--
			 1069	--
			 1375	--
			 1671	--
			 1971	--
			 4106	--
			 4412	--
			 4731	--
			 5320	--
			 5626	--
			 6688	--
			 7002	--
			 7321	--
			 7640	--
			 7984	--
			 8292	--
			 8607	--
			 8908	--
			 9202	--
   84	 1687		  762	--
			 1070	--
			 1385	--
			 1972	--
			 3805	--
			 4096	--
			 4404	--
			 4724	--
			 5332	--
			 5638	--
			 6683	--
			 7003	--
			 7315	--
			 7641	--
			 7985	--
			 8293	--
			 8600	--
			 8916	--
			 9203	--
   85	 1400		  763	--
			 1071	--
			 1678	--
			 1973	--
			 3807	--
			 4107	--
			 4413	--
			 4733	--
			 5639	--
			 6681	--
			 6995	--
			 7319	--
			 7638	--
			 7982	--
			 8286	--
   86	 1684		  764	--
			 1072	--
			 1376	--
			 1974	--
			 3798	--
			 4097	--
			 4405	--
			 4734	--
			 5640	--
			 6687	--
			 7001	--
			 7320	--
			 7639	--
			 7976	--
			 8291	--
			 8918	--
   87	  765		 9195	--
   88	  766		 8911	--
   89	  767		 1396	--
			 1966	--
			 3808	--
			 6211	--
			 8917	--
   90	10472		 1063	--
			 5042	--
   91	 7331		 1064	--
   92	 7329		 1065	--
   93	 1988		 1066	--
   94	11302		 1067	--
			 5039	--
   95	11777		 1073	--
			 5054	--
   96	 1981		 1076	--
			 4407	--
   97	 1982		 1077	--
   98	 1688		 1078	--
   99	 1985		 1079	--
  100	 1081		 9199	--
  101	 1082		 5330	--
  102	 1083		 5329	--
  103	 1084		 8612	--
  104	11308		 1377	--
			 5064	--
  105	 7013		 1379	--
  106	 7649		 1380	--
  107	 9524		 1381	--
  108	11753		 1382	--
  109	11320		 1383	--
			 5063	--
  110	 3809		 1392	--
  111	 7646		 1393	--
  112	 9522		 1394	--
  113	 7330		 1395	--
  114	11314		 1398	--
			 5043	--
  115	 1402		 9204	--
  116	 9518		 1675	--
  117	 9519		 1676	--
  118	 4737		 1681	--
  119	 1683		 3489	--
  120	 1685		 3477	--
  121	 1686		 1978	--
  122	 3811		 1967	--
			 8909	--
  123	10475		 1968	--
			 5057	--
  124	 4418		 1969	--
  125	11750		 1975	--
			 5046	--
  126	 6225		 1980	--
  127	 1983		 6221	--
  128	 1984		 8299	--
  129	 1987		 8301	--
  130	 3201		 2278	--
			 2584	--
			 2897	--
			 3474	--
			 3800	--
			 4102	--
			 4408	--
			 4727	--
			 6693	--
			 7987	--
			 8297	--
			 8601	--
			 8913	--
			 9206	--
			10019	--
  131	 4116		 2279	--
			10335	--
  132	 3203		 2280	--
			10334	--
  133	 9211		 2281	--
			10328	--
  134	10196		 2282	--
			11401	--
  135	10032		 2283	--
			11515	--
  136	10204		 2284	--
			11509	--
  137	 9891		 2285	--
			11506	--
  138	 8617		 2286	--
  139	 3202		 2287	--
			 2593	--
			 2898	--
			 3467	--
			 3795	--
			 4094	--
			 4402	--
			 4722	--
			 6684	--
			 7979	--
			 8298	--
			 8611	--
			 8914	--
			 9198	--
			10013	--
  140	 4421		 2288	--
  141	 7992		 2290	--
  142	 7989		 2291	--
			10329	--
  143	 6695		 2292	--
  144	10029		 2297	--
			11518	--
  145	 8618		 2298	--
			11512	--
  146	 2307		10327	--
  147	 4740		 2585	--
  148	 3498		 2586	--
			11078	--
  149	 9216		 2587	--
  150	10343		 2589	--
			11416	--
  151	10345		 2590	--
			11410	--
  152	10195		 2591	--
			11404	--
  153	11085		 2592	--
  154	 3815		 2594	--
			11079	--
  155	 4736		 2596	--
			11069	--
  156	 8305		 2597	--
  157	 8924		 2598	--
  158	10341		 2599	--
			11422	--
  159	10342		 2603	--
			11419	--
  160	 9516		 2604	--
			11413	--
  161	10344		 2605	--
			11407	--
  162	 2614		11068	--
  163	 3491		 2892	--
  164	 8303		 2893	--
  165	 3493		 2894	--
  166	 3494		 2895	--
  167	 3490		 2896	--
  168	 9214		 2899	--
  169	 3492		 2900	--
  170	 7012		 2901	--
  171	 2902		 6532	--
  172	 2903		 6525	--
  173	 2904		11526	--
  174	 2905		 6524	--
  175	 2906		 6533	--
  176	 2907		 6526	--
  177	 2908		 6527	--
  178	 2910		 6534	--
  179	 7327		 3184	--
  180	10030		 3185	--
  181	 8619		 3186	--
  182	 8616		 3187	--
  183	 8302		 3188	--
  184	 6697		 3191	--
  185	 7648		 3192	--
  186	 7650		 3193	--
  187	10031		 3194	--
  188	 3195		10189	--
  189	 3197		 9876	--
  190	 3198		11077	--
  191	 3199		11522	--
  192	 3200		11527	--
  193	11867		 3469	--
			 5933	--
  194	11798		 3470	--
			 5935	--
  195	11870		 3471	--
			 5936	--
  196	11855		 3472	--
			 5927	--
  197	 9217		 3473	--
  198	11813		 3475	--
			10779	--
  199	 8928		 3481	--
  200	11846		 3482	--
			 5934	--
  201	 8925		 3483	--
  202	11810		 3484	--
			 5925	--
  203	 9212		 3485	--
  204	 4417		 3486	--
  205	11876		 3487	--
			 5926	--
  206	 9213		 3488	--
  207	 3495		10012	--
  208	 3496		10020	--
  209	 3497		 3803	--
			 4104	--
			 4410	--
			 4729	--
			 6691	--
			 7005	--
			 7317	--
			 7644	--
			 7978	--
			 8296	--
			 8610	--
			 8922	--
			 9197	--
			11066	--
  210	11825		 3801	--
			10781	--
  211	 3810		 9210	--
  212	 8306		 4098	--
  213	 9523		 4099	--
  214	 4739		 4101	--
  215	11882		 4103	--
			10771	--
  216	 9520		 4109	--
  217	 7990		 4110	--
  218	11768		 4111	--
			 9514	--
  219	11296		 4113	--
			 5056	--
  220	 4114		 4732	--
  221	11879		 4409	--
			10489	--
  222	 4415		 5635	--
  223	 4416		 9209	--
  224	 4419		11431	--
  225	11849		 4726	--
			11070	--
  226	11828		 4728	--
			10782	--
  227	 4738		11458	--
  228	 9844		 5033	--
			 9515	--
  229	 9517		 5036	--
  230	11771		 5038	--
			 9503	--
  231	11293		 5040	--
			 9506	--
  232	10469		 5041	--
			 9513	--
  233	11774		 5045	--
			 9512	--
  234	11317		 5047	--
			 6212	--
  235	11299		 5048	--
			 7006	--
  236	 9853		 5049	--
			10326	--
  237	11783		 5053	--
			 5334	--
  238	11326		 5055	--
			 5637	--
  239	10466		 5058	--
			 9509	--
  240	11323		 5059	--
			 7316	--
  241	11311		 5060	--
			 5624	--
  242	11786		 5061	--
			 9502	--
  243	11756		 5062	--
			 5323	--
  244	 5065		 6220	--
  245	 9859		 5315	--
			10017	--
  246	11894		 5318	--
  247	11891		 5319	--
  248	 8926		 5321	--
  249	 6698		 5322	--
  250	 9868		 5324	--
			10015	--
  251	 8927		 5331	--
  252	 6696		 5333	--
			 5641	--
  253	 5335		 5628	--
  254	 5336		 5629	--
  255	 5337		 8920	--
  256	 5338		 8919	--
  257	 9805		 5621	--
			 9879	--
  258	11888		 5625	--
  259	 9838		 5630	--
			10192	--
  260	 7651		 5636	--
  261	 5643		 8599	--
  262	 9775		 5923	--
			10021	--
  263	 9778		 5928	--
			10014	--
  264	 5937		11942	--
  265	 5938		11936	--
  266	 5939		11939	--
  267	 5940		11945	--
  268	 5941		11948	--
  269	 5942		11975	--
  270	 5943		10481	--
			10774	--
			11071	--
  271	 5944		11978	--
  272	 5945		10482	--
			10775	--
			11072	--
  273	 9862		 6209	--
			10016	--
  274	11747		 6213	--
			 8300	--
  275	 9808		 6214	--
			 9871	--
  276	 9865		 6215	--
			10022	--
  277	 9811		 6222	--
			 9878	--
  278	 6224		11951	--
  279	 6228		11984	--
  280	 9802		 6521	--
  281	 9781		 6528	--
  282	 6535		11473	--
  283	 6536		11476	--
  284	 6537		11479	--
  285	 6538		11482	--
  286	 6539		11485	--
  287	 6540		11488	--
  288	 6541		11491	--
  289	 6542		11350	--
  290	 6543		11341	--
  291	11837		 6689	--
			10483	--
  292	11792		 6692	--
			10776	--
  293	 6694		11437	--
  294	 7993		 6999	--
  295	11822		 7004	--
			10478	--
  296	11885		 7008	--
  297	 7009		 7975	--
  298	 7011		 8613	--
  299	11762		 7322	--
			 9504	--
  300	11858		 7325	--
			10484	--
  301	 7328		11076	--
  302	11861		 7642	--
			10485	--
  303	11843		 7645	--
			10479	--
  304	 7647		 8614	--
  305	11807		 7977	--
			10778	--
  306	11801		 7980	--
			10777	--
  307	 7991		11449	--
  308	11864		 8289	--
			10486	--
  309	11840		 8294	--
			11073	--
  310	 8304		11467	--
  311	11873		 8603	--
			10487	--
  312	11804		 8604	--
			10488	--
  313	11795		 8605	--
			10772	--
  314	11819		 8608	--
			10773	--
  315	 8615		 9200	--
  316	11831		 8921	--
			10480	--
  317	 8923		11461	--
  318	11834		 9196	--
			11064	--
  319	11852		 9208	--
			11074	--
  320	 9215		11464	--
  321	11759		 9510	--
  322	11765		 9511	--
  323	 9882		11359	--
  324	 9883		11362	--
  325	 9884		11365	--
  326	 9885		11368	--
  327	 9886		11371	--
  328	 9887		11374	--
  329	 9888		11377	--
  330	 9889		11380	--
  331	 9890		11383	--
  332	10023		11329	--
  333	10024		11332	--
  334	10025		11335	--
  335	10026		11338	--
  336	10027		11344	--
  337	10028		11347	--
  338	10197		11398	--
  339	10198		11395	--
  340	10199		11392	--
  341	10200		11389	--
  342	10201		11386	--
  343	10202		11356	--
  344	10203		11353	--
  345	10336		11440	--
  346	10337		11443	--
  347	10338		11434	--
  348	10339		11428	--
  349	10340		11425	--
  350	10490		11993	--
  351	10491		11969	--
  352	10492		11990	--
  353	10493		11987	--
  354	10494		11963	--
  355	10495		11966	--
  356	10496		11960	--
  357	10497		11957	--
  358	10498		11954	--
  359	10499		11921	--
  360	11816		10780	--
			11075	--
  361	10783		11918	--
  362	10784		11915	--
  363	10785		11912	--
  364	10786		11909	--
  365	10787		11906	--
  366	10788		11903	--
  367	10789		11900	--
  368	10790		11897	--
  369	10791		11981	--
  370	10792		11972	--
  371	11080		11470	--
  372	11081		11455	--
  373	11082		11452	--
  374	11083		11446	--
  375	11084		11503	--
  376	11086		11933	--
  377	11087		11927	--
  378	11088		11924	--
  379	11089		11930	--
  380	11542		11494	--
  381	11541		11497	--
  382	11540		11500	--
  383	11533		11678	--
  384	11534		11675	--
  385	11535		11672	--
  386	11536		11669	--
  387	11537		11666	--
  388	11538		11663	--
  389	11539		11684	--
  390	11698		11681	--
  391	11689		12041	--
  392	11690		12044	--
  393	11691		12047	--
  394	11692		12050	--
  395	11693		12053	--
  396	11694		12056	--
  397	11695		12059	--
  398	11696		12062	--
  399	11697		12065	--
  400	12077		11996	--
  401	12122		11999	--
  402	12118		12002	--
  403	12119		12005	--
  404	12120		12008	--
  405	12121		12011	--
  406	12068		12014	--
  407	12069		12017	--
  408	12070		12020	--
  409	12071		12023	--
  410	12072		12026	--
  411	12073		12029	--
  412	12074		12032	--
  413	12075		12035	--
  414	12076		12038	--
